"session","date","type","title","result","totalvotes","d-yes","r-yes","i-yes","d-no","r-no","i-no","d-nv","r-nv","i-nv"
"105","1998-07-30 15:18:00","s","On the Motion to Table S.Amdt. 3399 to S. 2132 (Department of Defense Appropriations Act, 1999)","Motion to Table Agreed to 80-19, 1 not voting","100","27","53","0","18","1","0","0","1","0"
"105","1998-07-30 15:51:00","s","On the Motion to Table S.Amdt. 3124 to S. 2132 (Department of Defense Appropriations Act, 1999)","Motion to Table Failed 29-70, 1 not voting","100","17","12","0","28","42","0","0","1","0"
"105","1998-07-30 17:42:00","s","On the Motion to Table S.Amdt. 3413 to S. 2132 (Department of Defense Appropriations Act, 1999)","Motion to Table Agreed to 68-31, 1 not voting","100","42","26","0","3","28","0","0","1","0"
"105","1998-03-10 17:45:00","s","On the Amendment S.Amdt. 1931 to S.Amdt. 1676 to S. 1173 (Intermodal Transportation Act of 1997)","Amendment Agreed to 96-4","100","45","51","0","0","4","0","0","0","0"
"105","1998-07-30 18:06:00","s","On the Amendment S.Amdt. 3419 to S.Amdt. 3124 to S. 2132 (Department of Defense Appropriations Act, 1999)","Amendment Agreed to 99-0, 1 not voting","100","45","54","0","0","0","0","0","1","0"
"105","1998-07-30 20:00:00","s","On the Motion to Table S.Amdt. 3465 to S. 2132 (Department of Defense Appropriations Act, 1999)","Motion to Table Agreed to 84-15, 1 not voting","100","32","52","0","13","2","0","0","1","0"
"105","1998-07-30 21:51:00","h","On Passage of the Bill H.R. 4103","Bill Passed 97-2, 1 not voting","100","43","54","0","2","0","0","0","1","0"
"105","1998-09-01 09:39:00","h","On the Conference Report H.R. 4059","Conference Report Agreed to 87-3, 10 not voting","100","40","47","0","1","2","0","4","6","0"
"105","1998-09-01 18:04:00","s","On the Amendment S.Amdt. 3506 to S. 2334 (Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1999)","Amendment Agreed to 49-44, 7 not voting","100","42","7","0","0","44","0","3","4","0"
"105","1998-09-02 10:23:00","h","On the Conference Report H.R. 629","Conference Report Agreed to 78-15, 7 not voting","100","27","51","0","15","0","0","3","4","0"
"105","1998-09-02 12:45:00","s","On the Motion to Table S.Amdt. 3522 to S. 2334 (Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1999)","Motion to Table Agreed to 74-19, 7 not voting","100","41","33","0","1","18","0","3","4","0"
"105","1998-09-02 15:03:00","s","On the Motion to Table S.Amdt. 3500 to S. 2334 (Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1999)","Motion to Table Failed 11-80, 9 not voting","100","10","1","0","32","48","0","3","6","0"
"105","1998-09-02 17:49:00","s","On the Motion to Table S.Amdt. 3527 to S. 2334 (Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1999)","Motion to Table Agreed to 50-43, 7 not voting","100","0","50","0","42","1","0","3","4","0"
"105","1998-09-02 16:26:00","s","On Passage of the Bill S. 2334","Bill Passed 90-3, 7 not voting","100","41","49","0","1","2","0","3","4","0"
"105","1998-03-11 15:42:00","s","motion to waive CBA re: mack amdt no. 1906","Motion Rejected 18-80, 2 not voting (3/5 required)","100","2","16","0","43","37","0","0","2","0"
"105","1998-09-03 14:07:00","h","On Passage of the Bill H.R. 4104","Bill Passed 91-5, 4 not voting","100","42","49","0","1","4","0","2","2","0"
"105","1998-09-08 15:24:00","s","On the Motion to Table S.Amdt. 3541 to S. 2237 (King Cove Health and Safety Act of 1998)","Motion to Table Failed 0-83, 17 not voting","100","0","0","0","34","49","0","11","6","0"
"105","1998-09-09 09:47:00","s","On Cloture on the Motion to Proceed S. 1873","Cloture on the Motion to Proceed Rejected 59-41 (3/5 required)","100","4","55","0","41","0","0","0","0","0"
"105","1998-09-09 17:00:00","s","On Cloture on the Motion to Proceed S. 1301","Cloture on the Motion to Proceed Agreed to 99-1 (3/5 required)","100","45","54","0","0","1","0","0","0","0"
"105","1998-09-10 13:46:00","s","On the Cloture Motion S.Amdt. 3554 to S. 2237 (King Cove Health and Safety Act of 1998)","Cloture Motion Rejected 52-48 (3/5 required)","100","45","7","0","0","48","0","0","0","0"
"105","1998-09-11 10:00:00","s","On Cloture on the Motion to Proceed S. 1645","Cloture on the Motion to Proceed Agreed to 97-0, 3 not voting (3/5 required)","100","42","55","0","0","0","0","3","0","0"
"105","1998-09-14 17:35:00","s","On the Cloture Motion S. 1981","Cloture Motion Rejected 52-42, 6 not voting (3/5 required)","100","0","52","0","41","1","0","4","2","0"
"105","1998-09-14 18:33:00","s","On the Motion to Table S.Amdt. 3580 to S. 2237 (King Cove Health and Safety Act of 1998)","Motion to Table Agreed to 53-41, 6 not voting","100","1","52","0","40","1","0","4","2","0"
"105","1998-09-15 14:37:00","s","On the Motion to Table S.Amdt. 3591 to S. 2237 (King Cove Health and Safety Act of 1998)","Motion to Table Agreed to 58-40, 2 not voting","100","13","45","0","30","10","0","2","0","0"
"105","1998-09-15 17:32:00","s","On the Motion to Table S.Amdt. 3593 to S. 2237 (King Cove Health and Safety Act of 1998)","Motion to Table Agreed to 76-22, 2 not voting","100","43","33","0","0","22","0","2","0","0"
"105","1998-03-11 16:22:00","s","On the Motion to Table S.Amdt. 1968 to S.Amdt. 1963 to S.Amdt. 1676 to S. 1173","Motion to Table Agreed to 71-26, 3 not voting","100","36","35","0","8","18","0","1","2","0"
"105","1998-09-16 13:59:00","s","motion to instruct Sgt-At-Arms","Motion Agreed to 94-1, 5 not voting","100","42","52","0","1","0","0","2","3","0"
"105","1998-09-16 17:38:00","s","motion to instruct Sgt-At-Arms","Motion Agreed to 97-1, 2 not voting","100","43","54","0","1","0","0","1","1","0"
"105","1998-09-16 18:09:00","s","motion to adjourn","Motion Agreed to 55-43, 2 not voting","100","1","54","0","43","0","0","1","1","0"
"105","1998-09-17 12:03:00","s","On the Motion to Table S.Amdt. 3596 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Failed 47-52, 1 not voting","100","0","47","0","44","8","0","1","0","0"
"105","1998-09-17 14:00:00","s","On the Motion to Table S.Amdt. 3598 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Agreed to 58-40, 2 not voting","100","7","51","0","37","3","0","1","1","0"
"105","1998-09-17 14:27:00","s","On the Motion to Table S.Amdt. 3597 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Agreed to 72-26, 2 not voting","100","21","51","0","23","3","0","1","1","0"
"105","1998-09-17 20:03:00","s","On the Amendment S.Amdt. 3600 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Amendment Agreed to 89-0, 11 not voting","100","39","50","0","0","0","0","6","5","0"
"105","1998-09-18 09:34:00","h","On Overriding the Veto H.R. 1122","Veto Sustained 64-36 (2/3 required)","100","13","51","0","32","4","0","0","0","0"
"105","1998-09-22 14:26:00","s","On the Motion to Table S.Amdt. 3540 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Agreed to 55-44, 1 not voting","100","2","53","0","42","2","0","1","0","0"
"105","1998-09-22 15:00:00","s","On the Motion to Table S.Amdt. 3602 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Agreed to 57-42, 1 not voting","100","4","53","0","40","2","0","1","0","0"
"105","1998-03-11 18:00:00","s","On the Cloture Motion S.Amdt. 1676 to S. 1173 (Intermodal Transportation Act of 1997)","Cloture Motion Agreed to 96-3, 1 not voting (3/5 required)","100","44","52","0","0","3","0","1","0","0"
"105","1998-09-22 15:30:00","s","On the Motion to Table S.Amdt. 3565 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Failed 47-52, 1 not voting","100","0","47","0","44","8","0","1","0","0"
"105","1998-09-22 16:07:00","s","On the Motion to Table S.Amdt. 3610 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Agreed to 63-36, 1 not voting","100","9","54","0","35","1","0","1","0","0"
"105","1998-09-22 16:42:00","s","On the Cloture Motion S. 1645","Cloture Motion Rejected 54-45, 1 not voting (3/5 required)","100","2","52","0","42","3","0","1","0","0"
"105","1998-09-23 12:05:00","s","On the Motion to Table S.Amdt. 3616 to S.Amdt. 3559 to S. 1301 (Consumer Bankruptcy Reform Act of 1997)","Motion to Table Agreed to 71-27, 2 not voting","100","18","53","0","26","1","0","1","1","0"
"105","1998-09-23 13:53:00","h","On Passage of the Bill H.R. 3150","Bill Passed 97-1, 2 not voting","100","43","54","0","1","0","0","1","1","0"
"105","1998-09-24 09:36:00","s","On the Cloture Motion S. 2176","Cloture Motion Agreed to 96-1, 3 not voting (3/5 required)","100","41","55","0","1","0","0","3","0","0"
"105","1998-09-24 10:16:00","s","On the Amendment S.Amdt. 3620 to S. 2279 (National Air Transportation System Improvement Act of 1998)","Amendment Rejected 46-51, 3 not voting","100","1","45","0","41","10","0","3","0","0"
"105","1998-09-24 12:11:00","s","On the Motion to Table S.Amdt. 3627 to S. 2279 (National Air Transportation System Improvement Act of 1998)","Motion to Table Agreed to 69-27, 4 not voting","100","19","50","0","22","5","0","4","0","0"
"105","1998-09-25 09:33:00","h","On Passage of the Bill H.R. 4057","Bill Passed 92-1, 7 not voting","100","39","53","0","1","0","0","5","2","0"
"105","1998-09-28 17:29:00","s","On the Cloture Motion S. 2176","Cloture Motion Rejected 53-38, 9 not voting (3/5 required)","100","1","52","0","38","0","0","6","3","0"
"105","1998-03-12 10:47:00","s","On the Amendment S.Amdt. 1726 to S.Amdt. 1676 to S. 1173 (Intermodal Transportation Act of 1997)","Amendment Agreed to 78-22","100","28","50","0","17","5","0","0","0","0"
"105","1998-09-29 10:40:00","h","On the Conference Report H.R. 6","Conference Report Agreed to 96-0, 4 not voting","100","43","53","0","0","0","0","2","2","0"
"105","1998-09-29 11:06:00","h","On the Conference Report H.R. 4103","Conference Report Agreed to 94-2, 4 not voting","100","41","53","0","2","0","0","2","2","0"
"105","1998-09-29 11:25:00","s","On Cloture on the Motion to Proceed S. 442","Cloture on the Motion to Proceed Agreed to 89-6, 5 not voting (3/5 required)","100","39","50","0","3","3","0","3","2","0"
"105","1998-10-01 12:00:00","h","On the Conference Report H.R. 3616","Conference Report Agreed to 96-2, 2 not voting","100","41","55","0","2","0","0","2","0","0"
"105","1998-10-01 17:52:00","s","On Passage of the Bill S. 1092","Bill Passed 59-38, 3 not voting","100","8","51","0","35","3","0","2","1","0"
"105","1998-10-02 11:52:00","s","On the Motion to Table S.Amdt. 3677 to S. 442 (Internet Tax Freedom Act)","Motion to Table Agreed to 66-29, 5 not voting","100","18","48","0","23","6","0","4","1","0"
"105","1998-10-05 17:35:00","h","On Cloture on the Motion to Proceed H.R. 10","Cloture on the Motion to Proceed Agreed to 93-0, 7 not voting (3/5 required)","100","40","53","0","0","0","0","5","2","0"
"105","1998-10-06 15:15:00","h","On the Conference Report H.R. 4101","Conference Report Agreed to 55-43, 2 not voting","100","5","50","0","38","5","0","2","0","0"
"105","1998-10-06 17:01:00","s","On the Motion to Table S.Amdt. 3729 to S. 442 (Internet Tax Freedom Act)","Motion to Table Agreed to 83-15, 2 not voting","100","30","53","0","13","2","0","2","0","0"
"105","1998-03-12 14:15:00","s","On the Amendment S.Amdt. 1676 to S. 1173 (Intermodal Transportation Act of 1997)","Amendment Agreed to 96-4","100","43","53","0","2","2","0","0","0","0"
"105","1998-10-06 17:41:00","s","On the Motion to Table S.Amdt. 3742 to S. 442 (Internet Tax Freedom Act)","Motion to Table Agreed to 71-27, 2 not voting","100","19","52","0","24","3","0","2","0","0"
"105","1998-10-07 10:11:00","h","On the Motion to Proceed H.R. 10","Motion to Proceed Agreed to 88-11, 1 not voting","100","39","49","0","5","6","0","1","0","0"
"105","1998-10-07 10:38:00","s","On the Cloture Motion S. 442","Cloture Motion Agreed to 94-4, 2 not voting (3/5 required)","100","41","53","0","3","1","0","1","1","0"
"105","1998-10-07 12:00:00","s","On the Amendment S.Amdt. 3695 to S. 442 (Internet Tax Freedom Act)","Amendment Agreed to 98-1, 1 not voting","100","43","55","0","1","0","0","1","0","0"
"105","1998-10-07 14:07:00","s","On the Motion to Table S.Amdt. 3760 to S.Amdt. 3722 to S. 442 (Internet Tax Freedom Act)","Motion to Table Failed 30-68, 2 not voting","100","10","20","0","33","35","0","2","0","0"
"105","1998-10-07 17:47:00","s","On the Amendment S.Amdt. 3783 to S.Amdt. 3719 to S. 442 (Internet Tax Freedom Act)","Amendment Rejected 45-52, 3 not voting","100","13","32","0","30","22","0","2","1","0"
"105","1998-10-07 18:56:00","s","On the Motion to Table S.Amdt. 3719 to S. 442 (Internet Tax Freedom Act)","Motion to Table Failed 28-69, 3 not voting","100","1","27","0","42","27","0","2","1","0"
"105","1998-10-08 11:04:00","h","On the Conference Report H.R. 4194","Conference Report Agreed to 96-1, 3 not voting","100","43","53","0","0","1","0","2","1","0"
"105","1998-10-08 12:44:00","s","On Passage of the Bill S. 442","Bill Passed 96-2, 2 not voting","100","42","54","0","1","1","0","2","0","0"
"105","1998-10-09 09:51:00","h","On Passage of the Bill H.R. 2431","Bill Passed 98-0, 2 not voting","100","43","55","0","0","0","0","2","0","0"
"105","1998-10-09 11:26:00","h","On the Motion to Table H.R. 4250","Motion to Table Agreed to 50-47, 3 not voting","100","0","50","0","43","4","0","2","1","0"
"105","1998-10-09 15:46:00","h","On the Motion to Proceed H.R. 4104","Motion to Proceed Agreed to 58-39, 3 not voting","100","4","54","0","38","1","0","3","0","0"
"105","1998-10-09 18:00:00","h","On the Motion to Proceed H.R. 3150","Motion to Proceed Agreed to 94-2, 4 not voting","100","40","54","0","2","0","0","3","1","0"
"105","1998-10-21 09:02:00","h","On the Conference Report H.R. 4328","Conference Report Agreed to 65-29, 6 not voting","100","32","33","0","9","20","0","4","2","0"
"105","1998-03-17 12:15:00","h","On the Cloture Motion H.R. 2646","Cloture Motion Agreed to 74-24, 2 not voting (3/5 required)","100","19","55","0","24","0","0","2","0","0"
"105","1998-03-19 17:15:00","h","On the Cloture Motion H.R. 2646","Cloture Motion Rejected 55-44, 1 not voting (3/5 required)","100","0","55","0","44","0","0","1","0","0"
"105","1998-03-23 17:35:00","s","On the Motion to Table S.Amdt. 2063 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Motion to Table Agreed to 61-31, 8 not voting","100","29","32","0","11","20","0","5","3","0"
"105","1998-02-04 10:37:00","s","On the Amendment S.Amdt. 1643 to S. 1575 (No short title on file)","Amendment Rejected 35-63, 2 not voting","100","35","0","0","9","54","0","1","1","0"
"105","1998-03-24 16:58:00","s","On the Motion to Table S.Amdt. 2104 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Motion to Table Agreed to 76-24","100","42","34","0","3","21","0","0","0","0"
"105","1998-03-25 13:55:00","s","On the Motion to Table S.Amdt. 2121 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Motion to Table Agreed to 92-8","100","42","50","0","3","5","0","0","0","0"
"105","1998-03-25 15:26:00","s","On the Motion to Table S.Amdt. 2131 to S.Amdt. 2123 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Motion to Table Agreed to 68-31, 1 not voting","100","42","26","0","3","28","0","0","1","0"
"105","1998-03-25 18:30:00","s","On the Amendment S.Amdt. 2130 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Amendment Agreed to 90-10","100","35","55","0","10","0","0","0","0","0"
"105","1998-03-26 11:51:00","s","On the Amendment S.Amdt. 2100 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Amendment Agreed to 84-16","100","43","41","0","2","14","0","0","0","0"
"105","1998-03-26 16:31:00","s","On the Motion to Table S.Amdt. 2164 to S. 1768 (1998 Emergency Supplemental Appropriations Act for Recovery From Natural Disasters, and for Overseas Peacekeeping Efforts Petroglyph National Monument Boundary Adjustment Act)","Motion to Table Agreed to 51-49","100","0","51","0","45","4","0","0","0","0"
"105","1998-03-26 17:33:00","h","On the Cloture Motion H.R. 2646","Cloture Motion Rejected 58-42 (3/5 required)","100","3","55","0","42","0","0","0","0","0"
"105","1998-03-26 19:25:00","sj","On the Joint Resolution S.J.Res. 42","Joint Resolution Defeated 45-54, 1 not voting","100","15","30","0","30","24","0","0","1","0"
"105","1998-02-04 11:14:00","s","On the Motion to Table S.Amdt. 1640 to S. 1575 (No short title on file)","Motion to Table Agreed to 62-36, 2 not voting","100","10","52","0","34","2","0","1","1","0"
"105","1998-02-04 11:40:00","s","On the Amendment S.Amdt. 1642 to S. 1575 (No short title on file)","Amendment Rejected 35-63, 2 not voting","100","34","1","0","10","53","0","1","1","0"
"105","1998-02-04 12:00:00","s","On Passage of the Bill S. 1575","Bill Passed 76-22, 2 not voting","100","22","54","0","22","0","0","1","1","0"
"105","1998-04-21 10:02:00","s","On the Motion to Table S.Amdt. 2287 to S.Amdt. 1689 to S. 414 (Ocean Shipping Reform Act of 1998)","Motion to Table Agreed to 72-25, 3 not voting","100","42","30","0","1","24","0","2","1","0"
"105","1998-04-21 10:32:00","h","On the Motion to Table S.Amdt. 2289 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Motion to Table Agreed to 56-41, 3 not voting","100","6","50","0","37","4","0","2","1","0"
"105","1998-04-21 14:35:00","h","On the Motion to Table S.Amdt. 2017 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Motion to Table Agreed to 60-38, 2 not voting","100","6","54","0","38","0","0","1","1","0"
"105","1998-04-21 15:02:00","h","On the Amendment S.Amdt. 2288 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Agreed to 63-35, 2 not voting","100","9","54","0","35","0","0","1","1","0"
"105","1998-04-21 15:24:00","h","On the Amendment S.Amdt. 2291 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Agreed to 69-29, 2 not voting","100","15","54","0","29","0","0","1","1","0"
"105","1998-04-21 16:48:00","h","On the Motion to Table S.Amdt. 2292 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Motion to Table Agreed to 56-42, 2 not voting","100","4","52","0","40","2","0","1","1","0"
"105","1998-04-22 15:48:00","h","On the Amendment S.Amdt. 2293 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Agreed to 50-49, 1 not voting","100","0","50","0","45","4","0","0","1","0"
"105","1998-04-22 16:15:00","h","On the Amendment S.Amdt. 2296 to S.Amdt. 2295 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Agreed to 99-0, 1 not voting","100","45","54","0","0","0","0","0","1","0"
"105","1998-04-22 16:33:00","h","On the Amendment S.Amdt. 2295 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Rejected 49-50, 1 not voting","100","45","4","0","0","50","0","0","1","0"
"105","1998-04-22 16:54:00","h","On the Amendment S.Amdt. 2300 to S.Amdt. 2299 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Agreed to 52-47, 1 not voting","100","1","51","0","44","3","0","0","1","0"
"105","1998-04-23 09:37:00","h","On the Amendment S.Amdt. 2297 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Rejected 46-54","100","1","45","0","44","10","0","0","0","0"
"105","1998-04-23 10:05:00","h","On the Amendment S.Amdt. 2302 to S.Amdt. 2301 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Agreed to 58-42","100","3","55","0","42","0","0","0","0","0"
"105","1998-04-23 10:26:00","h","On the Amendment S.Amdt. 2301 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Amendment Rejected 34-66","100","34","0","0","11","55","0","0","0","0"
"105","1998-04-23 11:44:00","h","Motion to waive C.B.A. Re: Dodd Amdt. No. 2305","Motion Rejected 46-53, 1 not voting (3/5 required)","100","42","4","0","3","50","0","0","1","0"
"105","1998-04-23 14:23:00","h","On the Motion to Table S.Amdt. 2303 to S.Amdt. 2299 to H.R. 2646 (Education Savings Act for Public and Private Schools Education Savings and School Excellence Act of 1998)","Motion to Table Agreed to 61-39","100","7","54","0","38","1","0","0","0","0"
"106","1999-05-05 12:03:00","sj","On the Motion to Table S.Amdt. 300 to S.J.Res. 20 (No short title on file)","Motion to Table Agreed to 54-43, 3 not voting","100","0","54","0","43","0","0","2","0","0"
"106","1999-05-05 19:02:00","s","On the Motion to Table S.Amdt. 303 to S. 900 (Gramm-Leach-Bliley Act)","Motion to Table Agreed to 52-45, 3 not voting","100","0","52","0","43","2","0","2","0","0"
"106","1999-05-06 11:30:00","s","On the Amendment S.Amdt. 308 to S. 900 (Gramm-Leach-Bliley Act)","Amendment Agreed to 95-2, 3 not voting","100","44","51","0","0","2","0","1","1","0"
"106","1999-05-06 15:32:00","s","On the Motion to Table S.Amdt. 309 to S. 900 (Gramm-Leach-Bliley Act)","Motion to Table Failed 32-67, 1 not voting","100","8","24","0","37","30","0","0","0","0"
"106","1999-05-06 18:34:00","s","On the Motion to Table S.Amdt. 315 to S. 900 (Gramm-Leach-Bliley Act)","Motion to Table Agreed to 53-46, 1 not voting","100","6","47","0","39","7","0","0","0","0"
"106","1999-05-06 20:14:00","s","On Passage of the Bill S. 900","Bill Passed 54-44, 2 not voting","100","1","53","0","44","0","0","0","1","0"
"106","1999-05-11 17:19:00","s","On the Amendment S.Amdt. 324 to S.Amdt. 322 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 94-5, 1 not voting","100","44","50","0","0","5","0","1","0","0"
"106","1999-05-11 17:49:00","s","On the Motion to Table S.Amdt. 325 to S.Amdt. 322 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 55-44, 1 not voting","100","0","55","0","44","0","0","1","0","0"
"106","1999-05-11 18:05:00","s","On the Amendment S.Amdt. 322 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 96-3, 1 not voting","100","44","52","0","0","3","0","1","0","0"
"106","1999-05-12 10:42:00","s","On the Motion to Table S.Amdt. 327 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 54-44, 2 not voting","100","0","54","0","44","0","0","1","1","0"
"106","1999-05-12 16:34:00","s","On the Amendment S.Amdt. 329 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 98-0, 2 not voting","100","43","55","0","0","0","0","2","0","0"
"106","1999-05-12 17:07:00","s","On the Motion to Table S.Amdt. 331 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 51-47, 2 not voting","100","2","49","0","41","6","0","2","0","0"
"106","1999-05-12 17:37:00","s","On the Amendment S.Amdt. 332 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 53-45, 2 not voting","100","1","52","0","42","3","0","2","0","0"
"106","1999-05-13 09:48:00","s","On the Amendment S.Amdt. 335 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 100-0","100","45","55","0","0","0","0","0","0","0"
"106","1999-05-13 12:33:00","s","On the Motion to Table S.Amdt. 328 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 60-39, 1 not voting","100","19","41","0","25","14","0","1","0","0"
"106","1999-05-13 17:06:00","s","On the Amendment S.Amdt. 342 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 96-2, 2 not voting","100","43","53","0","0","2","0","2","0","0"
"106","1999-05-13 17:41:00","s","On the Motion to Table S.Amdt. 343 to S. 254 (School Safety Act of 1999)","Motion to Table Failed 39-59, 2 not voting","100","4","35","0","39","20","0","2","0","0"
"106","1999-05-13 18:29:00","s","On the Motion to Table S.Amdt. 344 to S. 254 (School Safety Act of 1999)","Motion to Table Failed 3-94, 3 not voting","100","0","3","0","42","52","0","3","0","0"
"106","1999-05-14 10:10:00","s","On the Amendment S.Amdt. 344 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 48-47, 5 not voting","100","1","47","0","40","7","0","4","1","0"
"106","1999-05-14 10:43:00","s","On the Motion to Table S.Amdt. 350 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 50-43, 7 not voting","100","5","45","0","36","7","0","4","3","0"
"106","1999-05-18 09:50:00","s","On the Cloture Motion S. 96","Cloture Motion Rejected 53-45, 2 not voting (3/5 required)","100","0","53","0","44","1","0","1","1","0"
"106","1999-05-18 16:00:00","s","On the Amendment S.Amdt. 351 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 85-13, 2 not voting","100","31","54","0","13","0","0","1","1","0"
"106","1999-05-18 16:29:00","s","On the Amendment S.Amdt. 352 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 78-20, 2 not voting","100","44","34","0","0","20","0","1","1","0"
"106","1999-05-18 16:51:00","s","On the Amendment S.Amdt. 353 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 85-13, 2 not voting","100","32","53","0","12","1","0","1","1","0"
"106","1999-05-18 17:10:00","s","On the Amendment S.Amdt. 339 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 80-17, 3 not voting","100","34","46","0","10","7","0","1","1","0"
"106","1999-05-18 17:56:00","s","On the Motion to Table S.Amdt. 359 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 55-44, 1 not voting","100","1","54","0","43","1","0","1","0","0"
"106","1999-05-18 18:25:00","s","On the Amendment S.Amdt. 348 to S. 254 (School Safety Act of 1999)","Amendment Rejected 26-73, 1 not voting","100","2","24","0","42","31","0","1","0","0"
"106","1999-05-19 13:08:00","s","On the Amendment S.Amdt. 357 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 56-43, 1 not voting","100","1","55","0","43","0","0","1","0","0"
"106","1999-05-19 13:35:00","s","On the Motion to Table S.Amdt. 358 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 61-38, 1 not voting","100","6","55","0","38","0","0","1","0","0"
"106","1999-05-19 13:59:00","s","On the Amendment S.Amdt. 360 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 81-17, 2 not voting","100","35","46","0","9","8","0","1","1","0"
"106","1999-05-19 20:42:00","s","On the Motion to Table S.Amdt. 364 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 52-48","100","0","52","0","45","3","0","0","0","0"
"106","1999-05-19 21:08:00","s","On the Amendment S.Amdt. 365 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 67-33","100","17","50","0","28","5","0","0","0","0"
"106","1999-05-19 21:26:00","s","On the Motion to Table S.Amdt. 319 to S. 254 (School Safety Act of 1999)","Motion to Table Agreed to 53-47","100","0","53","0","45","2","0","0","0","0"
"106","1999-05-20 10:50:00","s","On the Amendment S.Amdt. 366 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 79-21","100","45","34","0","0","21","0","0","0","0"
"106","1999-05-20 11:19:00","s","On the Amendment S.Amdt. 362 to S. 254 (School Safety Act of 1999)","Amendment Agreed to 51-50","100","44","6","0","1","49","0","0","0","0"
